situation,clue,thought,polarity
I gave my boss a gift . , I gave him an expensive watch . , he would think I was trying to buy his favor . ,0
I gave my boss a gift . , I had previously made a mistake at work . , he would think I was trying to buy his favor . ,0
I gave my boss a gift . , I am new at the job . , he would think I was trying to buy his favor . ,0
I gave my boss a gift . , I am new at the company . , she will think I am trying to buy my way into a promotion . ,0
I gave my boss a gift . , I gave her an expensive gift . , she will think I am trying to buy my way into a promotion . ,0
I gave my boss a gift . , it was a bit cheap . , he may not have liked it . ,0
I also told my boss that I accept the job position . , I  job-hopped a lot . , he will be disappointed . ,0
I also told my boss that I accept the job position . , I'm not the most qualified candidate for the job . , he will be disappointed . ,0
I also told my boss that I accept the job position . , I am the new hire . , I will have to work extra hard to prove myself . ,0
I also told my boss that I accept the job position . , it is my first job . , I will have to work extra hard to prove myself . ,0
I also told my boss that I accept the job position . , I am the newbie in the company . , I will have to work extra hard to prove myself . ,0
I also told my boss that I accept the job position . , the workload is heavy . , I will have to work more hours . ,0
I also told my boss that I accept the job position . , I didn't take the time to think about it enough . , I may regret my decision later . ,0
I also told my boss that I accept the job position . , the job position may be too demanding . , I may regret my decision later . ,0
I also told my boss that I accept the job position . , I didn't consider all of the factors involved in the job . , I may regret my decision later . ,0
I also told my boss that I accept the job position . , I am not familiar with the work . , I may not be able to meet his/her expectations . ,0
I also told my boss that I accept the job position . , I am new to this field . , I may not be able to meet his/her expectations . ,0
I also told my boss that I accept the job position . , I have never done this job before . , I may not be able to meet his/her expectations . ,0
My boss also took me to a movie . , I have to take care of my little sister . , I will be late . ,0
My boss also took me to a movie . , I didn't know the time . , I will be late . ,0
My boss also took me to a movie . , he didn't make a move on me . , he only wants to be friends . ,0
My boss also took me to a movie . , he has been flirting with me . , he is try to get in my good graces . ,0
My boss also took me to a movie . , he keeps trying to touch me . , he is try to get in my good graces . ,0
My boss asks me to stay  later to finish some work . , I'm not meeting his expectations . , he is going to give me a bad performance review . ,0
